Nhân vật,Năm,Sự kiện
Hedwig Elisabeth Charlotta xứ Holstein-Gottorp,1783,"Sau khi bị chỉ trích rằng bà và Vương nữ Sofia Albertina đã khiến Nhà vua sao nhãng khỏi việc triều chính bằng việc theo đuổi thú vui, Charlotta đã rút lui khỏi sân khấu vào năm 1783."
Hedwig Elisabeth Charlotta xứ Holstein-Gottorp,1786,"Dù đúng hay sai, nhưng tin đồn vẫn được lặp lại trong suốt thời gian Charlotta trở thành Công tước phu nhân, bởi cả Francisco de Miranda vào năm 1786 và sau đó là Friederike xứ Baden."
Hedwig Elisabeth Charlotta xứ Holstein-Gottorp,1788,"Trong Chiến tranh Nga-Thụy Điển (1788–90), Hedvig Elisabeth Charlotta tham gia chính trường."
Hedwig Elisabeth Charlotta xứ Holstein-Gottorp,1789,"Trong kỳ họp Riksdag năm 1789, Charlotta có mặt cùng chị dâu Sofia Albertina trong các phiên họp qua một cửa sổ bí mật hướng ra hội trường."
Sarach Yooyen,2011,Anh thi đấu cho U-23 Thái Lan ở Đại hội Thể thao Đông Nam Á 2011.
Sarach Yooyen,2013,"Vào tháng 11 năm 2013, anh ra mắt cho Thái Lan thi đấu trước Kuwait ở Vòng loại Cúp bóng đá châu Á 2015."
Sarach Yooyen,2014,Anh đại diện U-23 Thái Lan ở Đại hội thể thao châu Á 2014.
Sarach Yooyen,2015,"Vào tháng 5 năm 2015, anh được triệu tập vào Thái Lan để thi đấu Vòng loại giải vô địch bóng đá thế giới 2018 khu vực châu Á với Việt Nam."
Sarach Yooyen,2015,"Anh đoạt chức vô địch Đại hội Thể thao Đông Nam Á 2015 với U-23 Thái Lan, anh giữ băng đội trưởng."
Lê Đức Tuấn,1998,"Từ năm 1998, Lê Đức Tuấn đã được triệu tập lên đội tuyển U-16 Việt Nam cùng với Vũ Như Thành, Nguyễn Việt Thắng, Dương Hồng Sơn..."
Lê Đức Tuấn,2008,"Năm 2008, dù Hà Nội ACB phải xuống hạng nhưng Lê Đức Tuấn cùng đồng đội đã giành được Cúp Quốc gia sau khi thắng Becamex Bình Dương với tỷ số tối thiểu 1–0 ở trận chung kết."
Lê Đức Tuấn,2009,Đức Tuấn lấy vợ vào năm 2009 và đã có hai cậu con trai.
Lê Đức Tuấn,2011,"Ngày 27 tháng 3 năm 2011, trong trận đấu Hà Nội ACB gặp Khánh Hòa, Đức Tuấn đã có hành vi ném băng đội trưởng vào trọng tài và kêu gọi đồng đội phản ứng quả phạt đền ở phút 88."
Lê Đức Tuấn,2011,"Cuối năm 2011, sau 11 năm thi đấu ở Hà Nội, ông chuyển sang thi đấu cho câu lạc bộ Thanh Hóa."
Lê Đức Tuấn,2013,"Ngày 21 tháng 7 năm 2013, trong trận đấu Thanh Hóa làm khách trên sân Vinh của Sông Lam Nghệ An trong khuôn khổ vòng đấu thứ 16 V.League 2013, Đức Tuấn đã bị cầu thủ đội chủ nhà đánh cùi chỏ và ngất lịm ngat tại sân phải nhập viện khẩn cấp."
Lê Đức Tuấn,2014,"Năm 2014, ông từng mua một chiếc Honda LA 250cc với giá 45 triệu đồng, sau đó bỏ ra thêm 25 triệu đồng để độ xe."
Lê Đức Tuấn,2015,"Ngày 17 tháng 4 năm 2015, trong khuôn khổ vòng 10 giải V.League 2015, anh có pha vô ý đánh đầu phản lưới nhà sau cú sút phạt không mấy nguy hiểm từ tiền vệ Mai Tiến Thành của đội khách Becamex Bình Dương."
Lê Đức Tuấn,2015,"Sau khi mùa giải 2015 kết thúc, Lê Đức Tuấn đã quyết định không ký hợp đồng mới với Thanh Hóa và chia tay bóng đá chuyên nghiệp ở tuổi 33."
Lê Đức Tuấn,2016,"Năm 2016, ông trở về Hà Nội và tham gia vào câu lạc bộ hạng ba Phù Đổng với vai trò cầu thủ kiêm huấn luyện viên."
Lê Đức Tuấn,2019,"Tháng 5 năm 2019, do đội Phù Đổng chơi không tốt tại V.League 2, Lê Đức Tuấn đã xin từ chức huấn luyện viên trưởng."
Lê Đức Tuấn,2025,"Tháng 2 năm 2025, sau khi chia tay Hà Nội, ông được bầu làm HLV trưởng của SHB Đà Nẵng."
Nguyễn Thế Cường,1969,"Nguyễn Thế Cường sinh ngày 26 tháng 7 năm 1969 tại Cổ Lễ, Hà Nam Ninh, nguyên quán Minh Khai, Vũ Thư, Thái Bình."
Nguyễn Thế Cường,1985,Từ tháng 7/1985 - 7/1987 Tập bóng tại Đội Năng khiếu công nghiệp Hà Nam Ninh.
Nguyễn Thế Cường,1999,"Cuối năm 1999, anh chuyển sang làm HLV phó rồi HLV trưởng CLB bóng đá Nam Định."
Nguyễn Thế Cường,2016,"Sau đó anh từng làm HLV Phó CLB bóng đá Khatoco Khánh Hòa, HLV trưởng CLB bóng đá Xuân Thành Hà Tĩnh, HLV trưởng CLB U19 The Vissai Ninh Bình, trước khi quay về làm HLV trưởng dẫn dắt CLB cũ Nam Định, Từ tháng 11 năm 2016 tới nay anh là HLV Trưởng dẫn dắt CLB Bóng đá nữ Phong Phú Hà Nam."
Nguyễn Thế Cường,2020,"Vào ngày 7 tháng 10, 2020, ông bị ban kỷ luật VFF cấm tham gia các hoạt động bóng đá trong nước trong vòng 5 năm."
Hàm Nghi,1871,"Hàm Nghi (chữ Hán: 咸宜 3 tháng 8 năm 1871 – 14 tháng 1 năm 1944), tên thật Nguyễn Phúc Ưng Lịch (阮福膺𧰡), là vị hoàng đế thứ tám của nhà Nguyễn, triều đại phong kiến cuối cùng trong lịch sử Việt Nam."
Hàm Nghi,1871,"Ông là con thứ năm của Kiên Thái vương Nguyễn Phúc Hồng Cai và bà Phan Thị Nhàn, sinh ngày 17 tháng 6 năm Tân Mùi, tức 3 tháng 8 năm 1871 (có tài liệu ghi ông sinh ngày 22 tháng 7 năm 1872) tại Huế."
Hàm Nghi,1883,"Sau khi vua Tự Đức qua đời vào tháng 7 năm 1883, mặc dù các Phụ chính đại thần Nguyễn Văn Tường và Tôn Thất Thuyết nắm trọn quyền hành trong việc phế bỏ vua này truất ngôi vua khác nhưng lại rất bị động trong việc tìm người trong Hoàng gia có cùng chí hướng để đưa lên ngôi."
Hàm Nghi,1884,"Là em trai của vua Kiến Phúc, năm 1884 Hàm Nghi được các phụ chính đại thần Nguyễn Văn Tường và Tôn Thất Thuyết đưa lên ngôi ở tuổi 13."
Hàm Nghi,1884,"Sáng ngày 12 tháng 6 năm Giáp Thân, tức ngày 2 tháng 8 năm 1884, Ưng Lịch được dìu đi giữa hai hàng thị vệ, tiến vào điện Thái Hòa để làm lễ lên ngôi hoàng đế, đặt niên hiệu là Hàm Nghi."
Hàm Nghi,1884,"Tháng 7-1884, sau khi vua Kiến Phúc đột ngột qua đời, triều đình tôn Hàm Nghi lên ngôi."
Hàm Nghi,1884,"Lúc 9 giờ sáng ngày 17 tháng 8 năm 1884, phái đoàn Pháp gồm Đại tá Guerrier, Khâm sứ Rheinart, Thuyền trưởng Wallarrmé cùng 185 sĩ quan binh lính kéo sang Hoàng thành Huế."
Hàm Nghi,1885,"Sau khi cuộc phản công tại kinh thành Huế thất bại năm 1885, Tôn Thất Thuyết đưa ông ra ngoài và phát chiếu Cần Vương chống thực dân Pháp."
Hàm Nghi,1885,"Nhìn nhận về sự kiện này, Marcel Gaultier đã viết:   Năm sau 1885, Thống tướng de Courcy được Chính phủ Pháp cử sang Việt Nam để phụ lực vào việc đặt nền bảo hộ."
Hàm Nghi,1888,Phong trào này kéo dài đến năm 1888 thì Hàm Nghi bị bắt.
Hàm Nghi,1888,"Tháng 9 năm 1888, suất đội Nguyễn Đình Tình phản bội ra đầu thú với Pháp tại đồn Đồng Cá."
Hàm Nghi,1888,"Đêm khuya 26 tháng 9 năm 1888, vua Hàm Nghi bị bắt khi đang ngủ, Tôn Thất Thiệp bị đâm chết."
Hàm Nghi,1888,"Từ đêm hôm đó ở bờ khe Tá Bào, huyện Tuyên Hóa (nay là huyện Minh Hóa) tỉnh Quảng Bình, Trương Quang Ngọc mang vua Hàm Nghi về các đồn Thanh Lạng, Đồng Ca rồi sang Quảng Khê và đến đồn Thuận Bài vào chiều ngày 14 tháng 11 năm 1888."
Hàm Nghi,1888,"Từ Thuận Bài, người Pháp chuyển vua Hàm Nghi qua Bố Trạch rồi vào Đồng Hới và tới cửa Thuận An ngày 22 tháng 11 năm 1888."
Hàm Nghi,1888,"Vào 4 giờ sáng ngày 25 tháng 11 năm 1888, vua Hàm Nghi bị đưa xuống tàu đi vào Lăng Cô."
Óscar Mingueza,2007,"Sinh ra tại Santa Perpètua de Mogoda, Barcelona, Catalonia, Mingueza gia nhập học viện La Masia của FC Barcelona vào năm 2007."
Óscar Mingueza,2018,Anh đã giành được UEFA Youth League với đội Juvenil A của câu lạc bộ vào năm 2018.
Óscar Mingueza,2018,Anh chuyển lên FC Barcelona B vào mùa giải 2018–19.
Óscar Mingueza,2020,"Mingueza có trận ra mắt đội 1 của Barcelona vào ngày 24 tháng 11 năm 2020, khi vào sân thay cho Gerard Piqué bị chấn thương, với chiến thắng 4–0 trước Dynamo Kyiv trong khuôn khổ vòng bảng UEFA Champions League 2020–21 tại NSC Olimpiyskiy ở Kyiv."
Óscar Mingueza,2020,"Cuối tháng đó, anh được điền tên vào đội hình của Tây Ban Nha tham dự Thế vận hội mùa hè 2020."
Óscar Mingueza,2021,"Vào ngày 15 tháng 3 năm 2021, Mingueza ghi bàn thắng đầu tiên cho Barcelona trong chiến thắng 4–1 trên sân nhà trước Huesca."
Óscar Mingueza,2021,"Vào ngày 17 tháng 4 năm 2021, anh giành danh hiệu đầu tiên, Copa del Rey 2020–21 sau khi giành chiến thắng trước Athletic Bilbao."
Óscar Mingueza,2021,"Do một số cầu thủ đội tuyển quốc gia phải đi cách ly sau khi dính COVID-19, như Sergio Busquets, các cầu thủ đội U-21 Tây Ban Nha đã được gọi để tham gia trận giao hữu quốc tế với Lithuania vào ngày 8 tháng 6 năm 2021."
Bảo Ninh,1922,"Ông là con trai của Giáo sư Hoàng Tuệ (1922–1999), nguyên Viện trưởng Viện Ngôn ngữ học."
Bảo Ninh,1969,"Năm 1969, khi mới 17 tuổi, ngay sau khi tốt nghiệp trường Bưởi (Chu Văn An), Bảo Ninh tình nguyện nhập ngũ."
Bảo Ninh,1976,"Từ năm 1976 đến năm 1981, ông học đại học ở Hà Nội, sau đó làm việc tại Viện Khoa học Việt Nam."
Bảo Ninh,1984,"Từ năm 1984 đến năm 1986, ông học khoá 2 Trường viết văn Nguyễn Du, sau đó làm việc tại báo Văn nghệ Trẻ  và trở thành hội viên Hội Nhà văn Việt Nam từ năm 1997."
Bảo Ninh,1987,Năm 1987 xuất bản truyện ngắn Trại bảy chú lùn.
Bảo Ninh,1991,"Năm 1991, tiểu thuyết Nỗi buồn chiến tranh của Bảo Ninh (in lần đầu năm 1987 tên là Thân phận của tình yêu)."
Bảo Ninh,1994,"Cuốn sách được Frank Palmos và Phan Thanh Hảo dịch sang tiếng Anh, xuất bản năm 1994 với nhan đề ""The Sorrow of War""."
Bảo Ninh,2005,"Năm 2005, tác phẩm này được tái bản với nhan đề ban đầu là Thân phận của tình yêu; năm 2006 tái bản với nhan đề Nỗi buồn chiến tranh."
Bảo Ninh,2006,"Năm 2006, trong một cuộc trả lời phỏng vấn hiếm hoi cho tờ The Guardian khi được hỏi tại sao ông do dự cho ra đời cuốn sách mới, ông nói, “Tôi bắt mình dừng lại."
Bảo Ninh,2016,"Tại Việt Nam, năm 2016 từng rộ lên tin đồn rằng Bảo Ninh và tác phẩm Nỗi buồn chiến tranh sẽ được trao Giải thưởng Nhà nước về Văn học Nghệ thuật, giải thưởng cao nhất trong nước dành cho văn nghệ sĩ."
Bảo Ninh,2017,"Năm 2017, Bảo Ninh xuất hiện trong bộ phim tài liệu Chiến tranh Việt Nam, ông nói rằng ""Chúng tôi ăn cùng một loại gạo, uống cùng một loại nước, chia sẻ cùng một nền văn hóa, cùng một loại âm nhạc."
Bảo Ninh,2018,"Năm 2018, có thông tin cho biết Bảo Ninh được chẩn đoán mắc một khối u, hệ quả của nhiều năm lạm dụng rượu và thuốc lá để đối phó với những chấn thương tinh thần."
Bảo Ninh,2023,"Năm 2023, Bảo Ninh cho biết ông đã hoàn thành tiểu thuyết mới nhất có tên Đường về nhưng chưa xuất bản."
Bảo Ninh,2025,"Năm 2025, tiểu thuyết Nỗi buồn chiến tranh của ông được Bộ Văn hóa – Thể thao và Du lịch trao giải một trong 50 tác phẩm văn học nghệ thuật biểu diễn Việt Nam tiêu biểu sau ngày đất nước thống nhất."
Sébastien Squillaci,2004,"Squillaci đã trở thành thành viên quen thuộc của đội tuyển bóng đá quốc gia Pháp từ năm 2004 đến năm 2010, có trận ra mắt ở trận giao hữu với đội tuyển bóng đá quốc gia Bosna và Hercegovina."
Sébastien Squillaci,2008,"Vào ngày 14 tháng 7 năm 2008, có thông tin rằng Lyon đã đồng ý bản hợp đồng có giá trị 6 triệu bảng để bán Squillaci tới đội bóng Tây Ban Nha Sevilla F.C.."
Sébastien Squillaci,2010,Vào ngày 26 tháng 8 năm 2010 Arsène Wenger xác nhận đã ký hợp đồng với Squillaci với mức giá 4 triệu bảng.
Sébastien Squillaci,2010,Anh có trận ra mắt vào ngày 11 tháng 9 năm 2010 gặp Bolton Wanderers ở sân vận động Emirates trong chiến thắng 4-1.
Sébastien Squillaci,2010,Tính tới năm 2010 anh đã có 21 lần ra sân cho đội tuyển Pháp.
Abraham Lincoln,1786,"Cậu được đặt theo tên của ông nội, người đã dời gia đình từ Virginia đến Quận Jefferson, Kentucky, tại đó ông bị thiệt mạng trong một trận phục kích của người da đỏ năm 1786 trước sự chứng kiến của các con, trong đó có cha của Lincoln, Thomas."
Abraham Lincoln,1789,"Chỉ với 271 từ, trong bài diễn văn kéo dài ba phút này, Lincoln nhấn mạnh rằng đất nước được sản sinh, không phải năm 1789, mà từ năm 1776, ""được thai nghén trong Tự do, được cung hiến cho niềm xác tín rằng mọi người sinh ra đều bình đẳng."
Abraham Lincoln,1789,Ông định nghĩa rằng chiến tranh là sự hi sinh đấu tranh cho nguyên tắc tự do và bình đẳng cho mọi người.
Abraham Lincoln,1808,Ông đã mua lại Trang trại Sinking Spring vào tháng 12 năm 1808 với giá $200 tiền mặt và một khoản nợ.
Abraham Lincoln,1811,"Năm 1811, họ thuê được 30 mẫu Anh (0.1 km²) trong trang trại Knob Creek rộng 230 mẫu Anh (0.9 km²) cách đó vài dặm, nơi họ sẽ chuyển tới sống sau này."
Abraham Lincoln,1815,Thomas theo đuổi vụ kiện cho tới khi ông bị xử thua năm 1815.
Abraham Lincoln,1815,"Năm 1815, một nguyên đơn khác tìm cách buộc gia đình Lincoln phải rời trang trại Knob Creek."
Abraham Lincoln,1818,"Tại đây, năm 1818 khi Lincoln lên chín, mẹ cậu qua đời vì bệnh nhiễm độc sữa do bò ăn phải loại cỏ độc."
Abraham Lincoln,1820,"Sarah, chị của Lincoln, chăm sóc cậu cho đến khi ông bố tái hôn năm 1820; về sau Sarah chết ở lứa tuổi 20 trong lúc sinh nở."
Abraham Lincoln,1820,"Thỏa hiệp Crittenden mở rộng thêm những điều khoản của Thỏa hiệp Missouri năm 1820, phân chia thành các vùng tự do và vùng có nô lệ, điều này trái ngược với cương lĩnh của Đảng Cộng hòa."
Abraham Lincoln,1830,"Năm 1830, để tránh căn bệnh nhiễm độc sữa mới vừa bùng nổ dọc theo sông Ohio, gia đình Lincoln di chuyển về hướng tây và định cư trên khu đất công ở Hạt Macon, Illinois, một tiểu bang không có nô lệ."
Abraham Lincoln,1830,"Từ đầu thập niên 1830, Lincoln là thành viên kiên trung của đảng Whig, tự nhận mình là ""một đảng viên Whig bảo thủ, một môn đệ của Henry Clay""."
